Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
 Tiergarten,52.5143746,13.3364504,Ishin Tey,52.50730859654831,13.329329833744902,Japanese Restaurant
 Tiergarten,52.5143746,13.3364504,Sons Of Mana,52.50540472200382,13.337464423966368,Hawaiian Restaurant
 Tiergarten,52.5143746,13.3364504,Pho,52.50595,13.333648,Vietnamese Restaurant
 Tiergarten,52.5143746,13.3364504,NOVO²,52.51386434717784,13.335297894621066,Restaurant
 Tiergarten,52.5143746,13.3364504,THE DAWG,52.505630378901145,13.336874915112274,Hot Dog Joint
 Tiergarten,52.5143746,13.3364504,Djimalaya,52.505445,13.337517,Israeli Restaurant
 Tiergarten,52.5143746,13.3364504,Café Shila,52.514432223881236,13.325973641291313,Café
 Tiergarten,52.5143746,13.3364504,C/O Berlin Café,52.506694,13.330645,Café
 Tiergarten,52.5143746,13.3364504,Waldschänke zum durstigen Bieber,52.50951191572379,13.339156508445738,Gastropub
 Tiergarten,52.5143746,13.3364504,Restaurant am Steinplatz,52.508568,13.326251,Restaurant
 Tiergarten,52.5143746,13.3364504,Café Hardenberg,52.509224396439436,13.324828618068134,Restaurant
 Tiergarten,52.5143746,13.3364504,Jim Block,52.505482,13.338193,Burger Joint
 Tiergarten,52.5143746,13.3364504,BUONI Le Pizze,52.50554656982422,13.333780288696289,Bistro
 Tiergarten,52.5143746,13.3364504,Café Filmbühne am Steinplatz,52.508659927904134,13.326623038611007,German Restaurant
 Tiergarten,52.5143746,13.3364504,McDonald's,52.5066922382021,13.333123137894843,Fast Food Restaurant
 Tiergarten,52.5143746,13.3364504,Wiener Feinbäckerei Heberer,52.514004558921876,13.336185400313353,Bakery
 Tiergarten,52.5143746,13.3364504,Steinecke Brotmeisterei,52.509353956668974,13.325459241044054,Bakery
 Tiergarten,52.5143746,13.3364504,Taverna Phaestos,52.52297356254805,13.33401631326949,Greek Restaurant
 Tiergarten,52.5143746,13.3364504,Zoorestaurant,52.50691497362627,13.342079988267757,Bratwurst Joint
 Tiergarten,52.5143746,13.3364504,Zaddy’s by Kaplan,52.506124,13.33189,Fast Food Restaurant
 Tiergarten,52.5143746,13.3364504,Wursterei,52.5058278495275,13.333072532529153,German Restaurant
 Tiergarten,52.5143746,13.3364504,Vogelhaus Café,52.510200813551634,13.336211442947388,Café
 Tiergarten,52.5143746,13.3364504,Fritzies,52.506139,13.331887,Fast Food Restaurant
 Tiergarten,52.5143746,13.3364504,Dunkin',52.506407152335974,13.332854592527713,Donut Shop
 Tiergarten,52.5143746,13.3364504,Woodfire Bakery,52.505577481862844,13.337600827217102,Bakery
 Tiergarten,52.5143746,13.3364504,King Döner,52.518499,13.341967,Kebab Restaurant
 Tiergarten,52.5143746,13.3364504,Cafe Spree-Blick,52.5197036775428,13.338581126558712,Café
 Tiergarten,52.5143746,13.3364504,Café Restaurant Am Salzufer,52.51832049375986,13.323509379160837,Italian Restaurant
 Tiergarten,52.5143746,13.3364504,Bistro Avci,52.50636,13.332404,Doner Restaurant
 Tiergarten,52.5143746,13.3364504,Neretva Grill,52.520529721073345,13.333196640014647,Restaurant
 Tiergarten,52.5143746,13.3364504,BackWerk,52.507148032550674,13.332118391990662,Bakery
 Tiergarten,52.5143746,13.3364504,Master Wok's,52.5218497848046,13.334200022046117,Asian Restaurant
 Tiergarten,52.5143746,13.3364504,Currywurst Express,52.50655160767227,13.332715434180543,Currywurst Joint
 Tiergarten,52.5143746,13.3364504,McCafé,52.506898289335886,13.33262037715007,Café
 Tiergarten,52.5143746,13.3364504,talk about race,52.51973600547349,13.327036891552108,Diner
 Tiergarten,52.5143746,13.3364504,Café Mittelachse,52.50900614070499,13.32679410438423,Cafeteria
 Tiergarten,52.5143746,13.3364504,Bistro Cena - Audi Cetrum,52.52026,13.32661,Bistro
 Tiergarten,52.5143746,13.3364504,Meine Mama,52.52096947721662,13.3278112289613,Bistro
 Tiergarten,52.5143746,13.3364504,Meisterbäcker,52.521155232560794,13.327983677050998,Bakery
 Tiergarten,52.5143746,13.3364504,City Bistro,52.51142503947949,13.323030217545876,Bakery
 Tiergarten,52.5143746,13.3364504,Süss am Zoo,52.505901,13.332817,Sandwich Place
 Wedding,52.5427866,13.3669996,Coffee Circle Café,52.54381308480629,13.36785614490509,Café
 Wedding,52.5427866,13.3669996,ernst,52.544677611082754,13.367968797683714,Modern European Restaurant
 Wedding,52.5427866,13.3669996,Falafel Dream 2010,52.54318461520355,13.364903285908893,Falafel Restaurant
 Wedding,52.5427866,13.3669996,Mirage,52.544945575237186,13.369200963176139,Bistro
 Wedding,52.5427866,13.3669996,Dan Thai Food,52.547587499002105,13.369250244095339,Thai Restaurant
 Wedding,52.5427866,13.3669996,Lecker Asia,52.542566832059094,13.370109200477598,Asian Restaurant
 Wedding,52.5427866,13.3669996,Sotto,52.54283109279643,13.376388251781464,Pizza Place
 Wedding,52.5427866,13.3669996,St. Bess,52.54206,13.356604,Vegetarian / Vegan Restaurant
